Filing Name,Filing Date,Court District,Exchange,Ticker,Sector,Industry,MarketCap,sharesOutstanding,bookValue,fiftyTwoWeekLow,fiftyTwoWeekHigh,averageDailyVolume3Month,fiftyDayAverage,twoHundredDayAverage,Open,Close,High,Low,Volume
Bank One Corporation : Securities of the One Group Family of Funds,9/9/03,D. Maryland,ETF,ONE, Money Center Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bank of America Corporation : Nations Funds Trust,9/5/03,D. Maryland,D. Maryland,NCGIX, Money Center Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Constar International, Inc.",9/5/03,E.D. Pennsylvania,NASDAQ,CNST, Containers & Packaging, Basic Materials,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Janus Capital Group, Inc. : Janus Funds family of funds",9/5/03,D. Maryland,Open-end Fund,JAMRX, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Strong Financial Corporation : Strong Funds,9/5/03,D. Maryland,Privately Traded,Privately Traded, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Emerson Radio Corporation,9/4/03,D. New Jersey,American SE,MSN, Audio & Video Equipment, Consumer Cyclical,33678140.0,23717000.0,1.955,1.89,1.07,32041.0,1.4314706,1.395,nan,nan,nan,nan,nan
Alstom S.A. : American Depository Receipts (ADRs),8/29/03,S.D. New York,New York SE,ALS, Conglomerates, Conglomerates,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Check Point Software Technologies, Ltd.",8/29/03,S.D. New York,NASDAQ,CHKP, Software & Programming, Technology,17048739840.0,163443008.0,22.445,119.2,95.03,1379848.0,102.70588000000001,107.512825,nan,nan,nan,nan,nan
"National Australia Bank, Ltd. : American Depository Receipts (ADRs)",8/28/03,S.D. New York,New York SE,NAB, Regional Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SureBeam Corporation,8/27/03,S.D. California,NASDAQ,SURE, Misc. Capital Goods, Capital Goods,83570.0,92856000.0,0.034,0.0026,0.0003,121822.0,0.000983889,0.0012761810000000001,nan,nan,nan,nan,nan
Polaroid Corporation,8/26/03,S.D. New York,NASDAQ,PRD, Photography, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"BearingPoint, Inc.",8/20/03,E.D. Virginia,New York SE,BE, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Dexia, S.A. (f/k/a Artesia Banking Corporation, S.A.): Lernout & Hauspie Speech Products N.V. common stock or options",8/19/03,D. Massachusetts,NASDAQ,LHSP, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Loral Space & Communications, Ltd.",8/11/03,S.D. New York,New York SE,LOR, Electronic Instruments & Controls, Technology,81461336.0,6880180.0,11.159,12.63,10.02,17769.0,11.937353,11.41942,nan,nan,nan,nan,nan
"CV Therapeutics, Inc.",8/8/03,N.D. California,NASDAQ,CVTX, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FirstEnergy Corporation,8/8/03,N.D. Ohio,New York SE,FE, Electric Utilities, Utilities,16074942464.0,475590016.0,8.814,35.22,27.93,7036724.0,31.477058000000003,32.05877,nan,nan,nan,nan,nan
"WebAccess International, Inc.",8/8/03,D. Colorado,Privately Traded,Privately Traded, Computer Networks, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Flowserve Corporation,8/7/03,N.D. Texas,New York SE,FLS, Misc. Capital Goods, Capital Goods,5768051712.0,130322000.0,12.696,51.92,37.51,1360683.0,43.53794,41.82442,nan,nan,nan,nan,nan
"Noven Pharmaceuticals, Inc.",8/7/03,S.D. Florida,NASDAQ,NOVN, Biotechnology & Drugs, Healthcare,86284808.0,25989400.0,0.325,8.19,2.823,102317.0,3.3292646,4.6793118,nan,nan,nan,nan,nan
"Stellent, Inc.",7/31/03,D. Minnesota,NASDAQ,STEL, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Catalina Marketing Corporation,7/30/03,M.D. Florida,New York SE,POS, Advertising, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Impath, Inc.",7/30/03,S.D. New York,NASDAQ,IMPH, Healthcare Facilities, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Quest Software, Inc.",7/30/03,C.D. California,NASDAQ,QSFT, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Solutia, Inc.",7/30/03,N.D. California,New York SE,SOI, Chemical Manufacturing, Basic Materials,845416512.0,18316500.0,6.167999999999999,23.98,9.895,438050.0,19.751764,17.099566,nan,nan,nan,nan,nan
"Avatar Holdings, Inc. : 7% convertible subordinated notes",7/29/03,D. Delaware,Privately Traded,Privately Traded, Real Estate Operations, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"DVI, Inc.",7/25/03,E.D. Pennsylvania,New York SE,DVI, Consumer Financial Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Credit Suisse First Boston Corp. : Various Securities of the Technology Group,7/24/03,N.D. California,NASDAQ,RAZF, Money Center Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Smithfield Foods, Inc. : Pennexx Foods, Inc. Common Stock",7/24/03,E.D. Pennsylvania,NASDAQ,PNNX, Fish/Livestock, Consumer Non-Cyclical,63450.0,31725000.0,-0.005,0.008,0.0,5387.0,0.002075,0.002362083,nan,nan,nan,nan,nan
Tyco International Ltd. : TyCom common stock,7/24/03,D. New Hampshire,New York SE,TCM, Conglomerates, Conglomerates,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Tripos, Inc.",7/23/03,E.D. Missouri,NASDAQ,TRPS, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Crompton Corporation,7/18/03,D. Connecticut,New York SE,CK, Chemical Manufacturing, Basic Materials,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Goldman Sachs Group Inc.,7/18/03,S.D. New York,New York SE,GS, Investment Services, Financial,100626000000.0,377200992.0,179.956,273.79,209.62,3475809.0,259.90057,243.68225,nan,nan,nan,nan,nan
"Morgan Stanley & Co., Inc.",7/18/03,S.D. New York,New York SE,MWD, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Matria Healthcare, Inc.",7/17/03,N.D. Georgia,NASDAQ,MATR, Healthcare Facilities, Healthcare,79295280.0,33039700.0,-0.195,3.8,1.93,70045.0,2.6385292999999996,2.594203,nan,nan,nan,nan,nan
Read-Rite Corporation 2003,7/7/03,N.D. California,NASDAQ,RDRT, Computer Storage Devices, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PolyMedica Corporation,7/3/03,D. Massachusetts,NASDAQ,PLMD, Medical Equipment & Supplies, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tower Semiconductor Ltd.,7/3/03,S.D. New York,NASDAQ,TSEM, Semiconductors, Technology,2945248512.0,98371696.0,8.921,36.69,20.6,605853.0,33.501765999999996,31.947753999999996,nan,nan,nan,nan,nan
"Singing Machine Company, Inc.",7/2/03,S.D. Florida,American SE,SMD, Recreational Products, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Pediatrix Medical Group, Inc.",6/27/03,S.D. Florida,New York SE,PDX, Healthcare Facilities, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"InterMune, Inc.",6/25/03,N.D. California,NASDAQ,ITMN, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Printcafe Software, Inc.",6/25/03,W.D. Pennsylvania,NASDAQ,PCAF, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Laboratory Corporation of America Holdings (LabCorp),6/24/03,M.D. North Carolina,New York SE,LH, Healthcare Facilities, Healthcare,17547266048.0,101800000.0,66.83,181.72,134.19,637183.0,172.00177,158.78305,nan,nan,nan,nan,nan
Central Parking Corporation,6/18/03,M.D. Tennessee,New York SE,CPC, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sears Roebuck Acceptance Corporation : 7% Subordinated Notes,6/17/03,N.D. Illinois,New York SE,New York SE, Retail (Department & Discount), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Cree, Inc.",6/16/03,M.D. North Carolina,NASDAQ,CREE, Semiconductors, Technology,3697892352.0,99033000.0,22.968000000000004,40.24,20.5,1354306.0,35.436764000000004,31.995724,nan,nan,nan,nan,nan
"UBUY Holdings, Inc. : E-PAWN.COM'S common stock",6/16/03,S.D. Florida,OTC-BB,UBYH, Office Supplies, Consumer Non-Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Administaff, Inc.",6/13/03,S.D. Texas,New York SE,ASF, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Guidant Corporation,6/13/03,S.D. Indiana,New York SE,GDT, Medical Equipment & Supplies, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
North Country Financial Corporation,6/13/03,W.D. Michigan,NASDAQ,NCFC, Regional Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Barrick Gold Corporation,6/12/03,S.D. New York,New York SE,ABX, Gold & Silver, Basic Materials,14187143168.0,1166259968.0,7.96,20.36,12.11,11938856.0,13.995,15.202754,nan,nan,nan,nan,nan
Citigroup Inc. : Class B Salomon Smith Barney Mutual Funds,6/12/03,S.D. New York,Open-end Fund,Open-end Fund, Money Center Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
UBS Warburg LLC : Interspeed Common Stock,6/12/03,S.D. New York,NASDAQ,ISPD, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Federal Home Loan Mortgage Corporation (Freddie Mac),6/9/03,S.D. New York,New York SE,FRE, Consumer Financial Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Morgan Stanley Dean Witter & Co. : Atmel Corporation,6/5/03,S.D. New York,NASDAQ,ATML, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Merrill Lynch & Co., Inc. : Tyco International Ltd.",6/4/03,S.D. New York,New York SE,TYC, Misc. Financial Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Genzyme Corporation : Biosurgery Division common stock,6/2/03,S.D. New York,NASDAQ,GZBX, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Presstek, Inc.",6/2/03,D. New Hampshire,NASDAQ,PRST, Misc. Capital Goods, Capital Goods,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Daisytek International Corporation,5/30/03,E.D. Texas,NASDAQ,DZTK, Office Supplies, Consumer Non-Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"e-MedSoft.com (National Century Financial Enterprise, Inc.)",5/30/03,S.D. Ohio,American SE,MED, Computer Services, Technology,793345792.0,11933600.0,9.07,74.78,40.0,102543.0,69.47617,64.11377,nan,nan,nan,nan,nan
Recoton Corporation,5/30/03,M.D. Florida,NASDAQ,RCOTQ, Electronic Instruments & Controls, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cornerstone Propane Partners LP,5/28/03,N.D. California,New York SE,CNPP, Retail (Specialty), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tyco International Ltd.,5/28/03,D. New Hampshire,New York SE,TYC, Conglomerates, Conglomerates,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"divine, Inc.",5/27/03,D. Massachusetts,NASDAQ,DVINQ, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Credit Suisse First Boston Corp. : NewPower Holdings, Inc.",5/23/03,S.D. New York,New York SE,NPW, Money Center Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Cryo-Cell International, Inc.",5/22/03,M.D. Florida,NASDAQ,CCELE, Medical Equipment & Supplies, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Credit Suisse First Boston Corp. : Winstar Communications, Inc.",5/21/03,D. Massachusetts,NASDAQ,WCII, Money Center Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Blue Rhino Corporation,5/19/03,C.D. California,NASDAQ,RINO, Retail (Specialty), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Goldman Sachs & Co. : Exodus Communications, Inc.",5/19/03,S.D. New York,NASDAQ,EXDS, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"J. Jill Group, Inc.",5/15/03,D. Massachusetts,NASDAQ,JILL, Retail (Catalog & Mail Order), Services,370544736.0,43747900.0,3.4219999999999997,14.4,4.74,396803.0,8.403528999999999,8.183986,nan,nan,nan,nan,nan
"Lehman Brothers, Inc. : RealNetworks, Inc.",5/15/03,S.D. New York,NASDAQ,RNWK, Investment Services, Financial,102582976.0,37302900.0,2.122,5.13,2.63,127527.0,3.109706,4.015942,nan,nan,nan,nan,nan
"Lehman Brothers Holdings, Inc. : Razorfish, Inc.",5/14/03,D. Massachusetts,NASDAQ,RAZF, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Paradigm Medical Industries, Inc.",5/14/03,D. Utah,NASDAQ,PMED, Medical Equipment & Supplies, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Credit Suisse First Boston Corporation : Synopsys, Inc.",5/13/03,D. Massachusetts,NASDAQ,SNPS, Money Center Banks, Financial,12834927616.0,150574000.0,21.773000000000003,94.8,69.42,1230670.0,89.238235,85.13848,nan,nan,nan,nan,nan
Sara Lee Corporation,5/13/03,N.D. Illinois,New York SE,SLE, Food Processing, Consumer Non-Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Ent & Imler CPA Group, PC : Investment Notes offered by Church Extension of the Church of God, Inc.",5/9/03,S.D. Indiana,Privately Traded,ENTCPA, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
eUniverse Inc.,5/9/03,C.D. California,NASDAQ,EUNI, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
UnumProvident Corporation : Corporate-Backed Trust Securities (CorTS) : CorTS Trust and CorTS Trust II,5/8/03,E.D. Tennessee,New York SE,KVN, Insurance (Accident & Health), Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Avery Dennison Corporation,5/6/03,C.D. California,New York SE,AVY, Containers & Packaging, Basic Materials,10487776256.0,88036400.0,11.637,123.67,78.47,672308.0,118.117645,107.166954,nan,nan,nan,nan,nan
"Regeneron Pharmaceuticals, Inc.",5/2/03,S.D. New York,NASDAQ,REGN, Biotechnology & Drugs, Healthcare,34845716480.0,105684000.0,57.41,543.55,313.53,963096.0,354.4988,407.8361,nan,nan,nan,nan,nan
"Allou Healthcare, Inc. (a/k/a Allou Health & Beauty Care, Inc.)",5/1/03,E.D. New York,American SE,ALU, Personal & Household Products, Consumer Non-Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"The Morgan Group, Inc.",4/29/03,S.D. New York,Amex Emerging Co.,MG, Trucking, Transportation,559872960.0,28290700.0,9.455,23.83,17.0,59841.0,21.249706,21.045797,nan,nan,nan,nan,nan
"Merrill Lynch & Co., Inc. : DoubleClick Inc.",4/25/03,S.D. New York,NASDAQ,DCLK, Misc. Financial Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Alliant Energy Corporation,4/17/03,W.D. Wisconsin,New York SE,LNT, Electric Utilities, Utilities,9114060800.0,231204000.0,17.968,45.55,36.84,1695817.0,39.330883,42.163914,nan,nan,nan,nan,nan
Acterna Corporation,4/16/03,D. Maryland,NASDAQ,ACTR, Electronic Instruments & Controls, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"SuperGen, Inc.",4/14/03,N.D. California,NASDAQ,SUPG, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Affymetrix Corporation,4/10/03,N.D. California,NASDAQ,AFFX, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"CIT Group, Inc.",4/10/03,S.D. New York,New York SE,CIT, Consumer Financial Services, Financial,7111451136.0,131353000.0,53.253,54.77,39.48,1002827.0,51.930294,48.675144,nan,nan,nan,nan,nan
Fischer Imaging Corporation,4/10/03,D. Colorado,NASDAQ,FIMG, Medical Equipment & Supplies, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Orthodontic Centers of America, Inc.",4/10/03,E.D. Louisiana,New York SE,OCA, Healthcare Facilities, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Credit Suisse First Boston Corp. : Lantronix, Inc.",4/9/03,S.D. New York,NASDAQ,LTRX, Money Center Banks, Financial,41806868.0,18176900.0,1.167,4.09,1.78,60350.0,2.2217648,2.0903623,nan,nan,nan,nan,nan
Imperial Chemical Industries PLC : American Depositary Shares,4/9/03,S.D. New York,New York SE,ICI, Chemical Manufacturing, Basic Materials,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Accredo Health, Inc.",4/8/03,W.D. Tennessee,NASDAQ,ACDO, Healthcare Facilities, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Core Laboratories, N.V.",4/8/03,S.D. Texas,New York SE,CLB, Oil Well Services & Equipment, Energy,4837315584.0,44164300.0,3.278,121.39,86.55,516883.0,113.33265,101.56428000000001,nan,nan,nan,nan,nan
"Gainsco, Inc.",4/8/03,N.D. Texas,New York SE,GNAC, Insurance (Prop. & Casualty), Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pharmacia Corporation,4/7/03,D. New Jersey,New York SE,PHA, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Ultimate Electronics, Inc.",4/7/03,D. Colorado,NASDAQ,ULTE, Retail (Technology), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Robertson Stephens, Inc. : Redback Networks, Inc.",4/4/03,N.D. California,NASDAQ,RBAK, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cerner Corporation,4/3/03,W.D. Missouri,NASDAQ,CERN, Computer Networks, Technology,21462482944.0,332596992.0,13.734000000000002,73.86,54.01,2238554.0,66.98881999999999,68.05536,nan,nan,nan,nan,nan
Pro Net Link Corporation,4/3/03,S.D. New York,NASDAQ,PNLKQ, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Robertson Stephens, Inc. : Sycamore Networks, Inc.",4/3/03,S.D. New York,NASDAQ,SCMR, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Electro Scientific Industries, Inc.",3/27/03,D. Oregon,NASDAQ,ESIO, Electronic Instruments & Controls, Technology,595549760.0,33552100.0,5.561,27.72,6.17,1419527.0,20.460295000000002,18.023623,nan,nan,nan,nan,nan
"AFC Enterprises, Inc.",3/25/03,N.D. Georgia,NASDAQ,AFCE, Restaurants, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fifth Third Bancorp,3/25/03,S.D. Ohio,NASDAQ,FITB, Regional Banks, Financial,23207778304.0,693804992.0,21.669,33.93,23.2,5902177.0,32.515,29.320071999999996,nan,nan,nan,nan,nan
"Skechers USA, Inc.",3/25/03,C.D. California,New York SE,SKX, Footwear, Consumer Cyclical,6302391808.0,133925000.0,11.717,42.73,22.64,2139869.0,39.683823,32.705288,nan,nan,nan,nan,nan
Black Box Corporation,3/24/03,W.D. Pennsylvania,NASDAQ,BBOX, Computer Networks, Technology,31414464.0,15139500.0,6.598,11.0,2.0,311267.0,3.1408822999999995,3.3458695,nan,nan,nan,nan,nan
Collins & Aikman Corporation,3/24/03,E.D. Michigan,New York SE,CKC, Auto & Truck Parts, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"PEC Solutions, Inc.",3/18/03,E.D. Virginia,NASDAQ,PECS, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
VaxGen Inc.,3/17/03,N.D. California,NASDAQ,VXGN, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Acclaim Entertainment, Inc.",3/14/03,E.D. New York,NASDAQ,AKLM, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Andrx Corporation,3/13/03,S.D. Florida,NASDAQ,ADRX, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Caminus Corporation,3/13/03,S.D. New York,NASDAQ,CAMZ, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"King Pharmaceuticals, Inc.",3/12/03,E.D. Tennessee,New York SE,KG, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Alloy, Inc.",3/7/03,S.D. New York,NASDAQ,ALOY, Retail (Catalog & Mail Order), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"AstroPower, Inc.",3/7/03,D. Delaware,NASDAQ,APWR, Electronic Instruments & Controls, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NorthWestern Corporation,3/7/03,D. South Dakota,New York SE,NOR, Electric Utilities, Utilities,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bayer (AG) Aktiengesellschaft : American Depositary Shares (ADRs),3/6/03,S.D. New York,New York SE,New York SE, Major Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Provident Financial Group, Inc.",3/6/03,S.D. Ohio,NASDAQ,PFGI, Regional Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Solectron Corporation,3/6/03,N.D. California,New York SE,SLR, Electronic Instruments & Controls, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Credit Suisse First Boston Corp. : Atmel Corporation,3/4/03,S.D. New York,NASDAQ,ATML, Money Center Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ionics Inc.,3/4/03,D. Massachusetts,New York SE,ION, Scientific & Technical Instr., Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"InterCept, Inc.",3/3/03,N.D. Georgia,NASDAQ,ICPT, Consumer Financial Services, Financial,1557334272.0,25102100.0,4.449,135.59,51.05,876822.0,58.65588399999999,71.43812,nan,nan,nan,nan,nan
Credit Suisse First Boston Corporation : Various Technology Companies' Securities,2/28/03,S.D. New York,NASDAQ,ACCL, Money Center Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"VitalWorks, Inc.",2/27/03,D. Connecticut,NASDAQ,VWKS, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"ADC Telecommunications, Inc.",2/26/03,D. Minnesota,NASDAQ,ADCT, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
